"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"P-385";"O-1200x32";"O";1200;32;;;;;;0;0;0;60;1174.2016702057217;747.5200000000003;747.5200000000003;2003845.6023062763;-33397.426705104604;33397.426705104604;43666.09066666667;41.31053134492462;2003845.6023062763;-33397.426705104604;43666.09066666667;41.31053134492462;4007691.2046125527;66794.85341020921;66794853410.209206;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x36";"O";1200;36;;;;;;0;0;0;60;1316.4529855602684;838.080000000001;838.080000000001;2231703.7592411893;-37195.06265401982;37195.06265401982;48791.808000000005;41.17329231431462;2231703.7592411893;-37195.06265401982;48791.808000000005;41.17329231431462;4463407.518482379;74390.12530803964;74390125308.03964;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x40";"O";1200;40;;;;;;0;0;0;60;1457.6989912656657;928.000000000001;928.000000000001;2454765.101291381;-40912.75168818967;40912.75168818967;53845.333333333365;41.03656905736638;2454765.101291381;-40912.75168818967;53845.333333333365;41.03656905736638;4909530.202582762;81825.50337637935;81825503376.37935;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x45";"O";1200;45;;;;;;0;0;0;60;1632.8427817032964;1039.500000000001;1039.500000000001;2726949.498118361;-45449.158301972675;45449.158301972675;60061.500000000015;40.86639817747582;2726949.498118361;-45449.158301972675;60061.500000000015;40.86639817747582;5453898.996236722;90898.31660394535;90898316603.94534;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x50";"O";1200;50;;;;;;0;0;0;60;1806.4157758141328;1150.0000000000011;1150.0000000000011;2991876.1286921566;-49864.60214486928;49864.60214486928;66166.6666666667;40.697051490249265;2991876.1286921566;-49864.60214486928;66166.6666666667;40.697051490249265;5983752.257384313;99729.20428973855;99729204289.73856;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x55";"O";1200;55;;;;;;0;0;0;60;1978.417973598174;1259.5000000000011;1259.5000000000011;3249675.1727583506;-54161.25287930584;54161.25287930584;72161.83333333336;40.52853932724445;3249675.1727583506;-54161.25287930584;72161.83333333336;40.52853932724445;6499350.345516701;108322.50575861167;108322505758.61166;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x60";"O";1200;60;;;;;;0;0;0;60;2148.849375055417;1367.999999999999;1367.999999999999;3500475.6319652745;-58341.260532754575;58341.260532754575;78047.99999999993;40.36087214122113;3500475.6319652745;-58341.260532754575;78047.99999999993;40.36087214122113;7000951.263930549;116682.52106550915;116682521065.50914;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x65";"O";1200;65;;;;;;0;0;0;60;2317.7099801858726;1475.5000000000018;1475.5000000000018;3744405.329864038;-62406.75549773396;62406.75549773396;83826.1666666667;40.19406050649772;3744405.329864038;-62406.75549773396;83826.1666666667;40.19406050649772;7488810.659728076;124813.51099546792;124813510995.46793;0.34;0.34;0.76;2
;"Japan";"P-385";"O-1200x70";"O";1200;70;;;;;;0;0;0;60;2484.999788989525;1581.9999999999989;1581.9999999999989;3981590.9119084664;-66359.84853180777;66359.84853180777;89497.33333333326;40.02811511925087;3981590.9119084664;-66359.84853180777;89497.33333333326;40.02811511925087;7963181.823816933;132719.69706361555;132719697063.61552;0.34;0.34;0.76;2
;"Japan";"STK";"O-21.7x2";"O";21.7;2;;;;;;0;0;0;1.085;1.2377875055143701;0.788;0.788;0.606655128796415;-0.559129150964438;0.559129150964438;0.778846666666666;0.70008035253105;0.606655128796415;-0.559129150964438;0.778846666666666;0.70008035253105;1.21331025759283;1.11825830192887;1118258.30192887;0.34;0.34;0.76;2
;"Japan";"STK";"O-27.2x2";"O";27.2;2;;;;;;0;0;0;1.35999999999999;1.58336269740925;1.008;1.008;1.26479012269051;-0.929992737272436;0.929992737272436;1.27274666666666;0.8937561188601729;1.26479012269051;-0.929992737272436;1.27274666666666;0.8937561188601729;2.52958024538102;1.85998547454487;1859985.47454487;0.34;0.34;0.76;2
;"Japan";"STK";"O-27.2x2.3";"O";27.2;2.3;;;;;;0;0;0;1.35999999999999;1.79919011271087;1.1454;1.1454;1.40629197184763;-1.03403821459385;1.03403821459385;1.43007866666666;0.8840955830678031;1.40629197184763;-1.03403821459385;1.43007866666666;0.8840955830678031;2.81258394369527;2.0680764291877;2068076.4291877002;0.34;0.34;0.76;2
;"Japan";"STK";"O-34x2.3";"O";34;2.3;;;;;;0;0;0;1.7000000000000002;2.29053520373231;1.4582;1.4582;2.89231606513289;-1.70136239125464;1.70136239125464;2.31530266666666;1.12371037193753;2.89231606513289;-1.70136239125464;2.31530266666666;1.12371037193753;5.78463213026578;3.40272478250928;3402724.78250928;0.34;0.34;0.76;2
;"Japan";"STK";"O-42.7x2.3";"O";42.7;2.3;;;;;;0;0;0;2.135;2.91916789371563;1.8584;1.8584;5.974989334455829;-2.79858985220413;2.79858985220413;3.75802366666666;1.43066855001429;5.974989334455829;-2.79858985220413;3.75802366666666;1.43066855001429;11.949978668911601;5.59717970440827;5597179.70440827;0.34;0.34;0.76;2
;"Japan";"STK";"O-42.7x2.5";"O";42.7;2.5;;;;;;0;0;0;2.135;3.15730061685774;2.01;2.01;6.402571522152681;-2.99886253964997;2.99886253964997;4.04530833333333;1.42403037186711;6.402571522152681;-2.99886253964997;4.04530833333333;1.42403037186711;12.8051430443053;5.99772507929994;5997725.07929994;0.34;0.34;0.76;2
;"Japan";"STK";"O-48.6x2.3";"O";48.6;2.3;;;;;;0;0;0;2.43;3.34548201680777;2.1298;2.1298;8.98671743059945;-3.69823762576109;3.69823762576109;4.93454266666666;1.6389707135882499;8.98671743059945;-3.69823762576109;4.93454266666666;1.6389707135882499;17.9734348611989;7.39647525152218;7396475.25152218;0.34;0.34;0.76;2
;"Japan";"STK";"O-48.6x2.5";"O";48.6;2.5;;;;;;0;0;0;2.43;3.62068553326223;2.305;2.305;9.64668298340891;-3.9698283882341094;3.9698283882341094;5.31823333333332;1.63227601832533;9.64668298340891;-3.9698283882341094;5.31823333333332;1.63227601832533;19.2933659668178;7.939656776468231;7939656.77646824;0.34;0.34;0.76;2
;"Japan";"STK";"O-48.6x2.8";"O";48.6;2.8;;;;;;0;0;0;2.43;4.02877841896355;2.5648;2.5648;10.6031404819492;-4.36343229709844;4.36343229709844;5.88070933333333;1.6222977531883502;10.6031404819492;-4.36343229709844;5.88070933333333;1.6222977531883502;21.2062809638984;8.72686459419689;8726864.59419689;0.34;0.34;0.76;2
;"Japan";"STK";"O-48.6x3.2";"O";48.6;3.2;;;;;;0;0;0;2.43;4.56410580713525;2.9056;2.9056;11.8176109611249;-4.86321438729422;4.86321438729422;6.60663466666666;1.6091146634096603;11.8176109611249;-4.86321438729422;6.60663466666666;1.6091146634096603;23.6352219222499;9.72642877458844;9726428.77458844;0.34;0.34;0.76;2
;"Japan";"STK";"O-60.5x2.3";"O";60.5;2.3;;;;;;0;0;0;3.025;4.20533592609529;2.67719999999999;2.67719999999999;17.833410361695;-5.89534226832895;5.89534226832895;7.79470766666666;2.05928689113489;17.833410361695;-5.89534226832895;7.79470766666666;2.05928689113489;35.6668207233901;11.7906845366579;11790684.5366579;0.34;0.34;0.76;2
;"Japan";"STK";"O-60.5x3.2";"O";60.5;3.2;;;;;;0;0;0;3.025;5.76042428962224;3.6672;3.6672;23.7151627632494;-7.83972322752048;7.83972322752048;10.5174506666666;2.0290176194405;23.7151627632494;-7.83972322752048;10.5174506666666;2.0290176194405;47.4303255264989;15.6794464550409;15679446.4550409;0.34;0.34;0.76;2
;"Japan";"STK";"O-60.5x4";"O";60.5;4;;;;;;0;0;0;3.025;7.099999397112929;4.52;4.52;28.473216332234397;-9.41263349825932;9.41263349825932;12.7903333333333;2.00257646545643;28.473216332234397;-9.41263349825932;12.7903333333333;2.00257646545643;56.9464326644689;18.8252669965186;18825266.9965186;0.34;0.34;0.76;2
;"Japan";"STK";"O-76.3x2.8";"O";76.3;2.8;;;;;;0;0;0;3.8150000000000004;6.46539768108778;4.11599999999999;4.11599999999999;43.7229791755952;-11.4608071233539;11.4608071233539;15.1336173333333;2.60050235531521;43.7229791755952;-11.4608071233539;15.1336173333333;2.60050235531521;87.4459583511905;22.9216142467078;22921614.2467078;0.34;0.34;0.76;2
;"Japan";"STK";"O-76.3x3.2";"O";76.3;3.2;;;;;;0;0;0;3.8150000000000004;7.34881353527724;4.6784;4.6784;49.18055668230511;-12.8913647922162;12.8913647922162;17.1104746666666;2.58695042472792;49.18055668230511;-12.8913647922162;17.1104746666666;2.58695042472792;98.36111336461022;25.7827295844325;25782729.5844325;0.34;0.34;0.76;2
;"Japan";"STK";"O-76.3x4";"O";76.3;4;;;;;;0;0;0;3.8150000000000004;9.08548595418169;5.784;5.784;59.5472970608766;-15.6087279320777;15.6087279320777;20.9304933333333;2.56010009569938;59.5472970608766;-15.6087279320777;20.9304933333333;2.56010009569938;119.094594121753;31.217455864155497;31217455.864155505;0.34;0.34;0.76;2
;"Japan";"STK";"O-89.1x2.8";"O";89.1;2.8;;;;;;0;0;0;4.455;7.59134448813436;4.83279999999999;4.83279999999999;70.7468707145254;-15.8803301267172;15.8803301267172;20.8608493333333;3.0527712819666;70.7468707145254;-15.8803301267172;20.8608493333333;3.0527712819666;141.49374142905;31.7606602534345;31760660.2534345;0.34;0.34;0.76;2
;"Japan";"STK";"O-89.1x3.2";"O";89.1;3.2;;;;;;0;0;0;4.455;8.63560988618762;5.49759999999999;5.49759999999999;79.7611915369182;-17.9037466974002;17.9037466974002;23.6231146666666;3.03913022096783;79.7611915369182;-17.9037466974002;23.6231146666666;3.03913022096783;159.522383073836;35.8074933948005;35807493.3948005;0.34;0.34;0.76;2
;"Japan";"STK";"O-101.6x3.2";"O";101.6;3.2;;;;;;0;0;0;5.08;9.89224694762354;6.2976;6.2976;119.85446401740599;-23.5933984286233;23.5933984286233;30.995114666666595;3.48080450470864;119.85446401740599;-23.5933984286233;30.995114666666595;3.48080450470864;239.708928034813;47.1867968572467;47186796.8572467;0.34;0.34;0.76;2
;"Japan";"STK";"O-101.6x4";"O";101.6;4;;;;;;0;0;0;5.08;12.264777719614498;7.80799999999999;7.80799999999999;146.284456817386;-28.7961529168083;28.7961529168083;38.1243733333333;3.45357785492089;146.284456817386;-28.7961529168083;38.1243733333333;3.45357785492089;292.568913634773;57.5923058336167;57592305.8336167;0.34;0.34;0.76;2
;"Japan";"STK";"O-101.6x5";"O";101.6;5;;;;;;0;0;0;5.08;15.1738925168386;9.65999999999999;9.65999999999999;177.46929470919;-34.9349005333051;34.9349005333051;46.6994666666666;3.4198976592874795;177.46929470919;-34.9349005333051;46.6994666666666;3.4198976592874795;354.93858941838;69.8698010666103;69869801.0666103;0.34;0.34;0.76;2
;"Japan";"STK";"O-114.3x3.2";"O";114.3;3.2;;;;;;0;0;0;5.715;11.1689902020424;7.1104;7.1104;172.469452514276;-30.1783818922618;30.1783818922618;39.5091946666666;3.9296071686620198;172.469452514276;-30.1783818922618;39.5091946666666;3.9296071686620198;344.938905028552;60.3567637845236;60356763.7845236;0.34;0.34;0.76;2
;"Japan";"STK";"O-114.3x3.5";"O";114.3;3.49999999999999;;;;;;0;0;0;5.715;12.1830963106212;7.75599999999999;7.75599999999999;187.145913025787;-32.7464414743284;32.7464414743284;42.9825316666666;3.91932551595296;187.145913025787;-32.7464414743284;42.9825316666666;3.91932551595296;374.291826051574;65.4928829486569;65492882.9486569;0.34;0.34;0.76;2
;"Japan";"STK";"O-114.3x4.5";"O";114.3;4.5;;;;;;0;0;0;5.715;15.5226093013871;9.88199999999998;9.88199999999998;234.31941435031;-41.0007724147525;41.0007724147525;54.2825549999999;3.885275086786;234.31941435031;-41.0007724147525;54.2825549999999;3.885275086786;468.63882870062093;82.001544829505;82001544.829505;0.34;0.34;0.76;2
;"Japan";"STK";"O-139.8x3.6";"O";139.8;3.59999999999999;;;;;;0;0;0;6.99;15.4038570990814;9.80640000000001;9.80640000000001;357.434951091361;-51.1351861361032;51.1351861361032;66.7971360000001;4.81707899042562;357.434951091361;-51.1351861361032;66.7971360000001;4.81707899042562;714.869902182723;102.270372272206;102270372.272206;0.34;0.34;0.76;2
;"Japan";"STK";"O-139.8x4";"O";139.8;4;;;;;;0;0;0;6.99;17.0651312942997;10.864;10.864;393.727562478649;-56.3272621571743;56.3272621571743;73.7878933333333;4.80333738144636;393.727562478649;-56.3272621571743;73.7878933333333;4.80333738144636;787.455124957298;112.654524314348;112654524.314348;0.34;0.34;0.76;2
;"Japan";"STK";"O-139.8x4.5";"O";139.8;4.5;;;;;;0;0;0;6.99;19.1275868713814;12.177;12.177;438.17332548059096;-62.685740412101694;62.685740412101694;82.4077800000001;4.78622241438903;438.17332548059096;-62.685740412101694;82.4077800000001;4.78622241438903;876.3466509611819;125.37148082420302;125371480.82420301;0.34;0.34;0.76;2
;"Japan";"STK";"O-139.8x6";"O";139.8;6;;;;;;0;0;0;6.99;25.2207058230188;16.056;16.056;565.525147704843;-80.9048852224383;80.9048852224383;107.48664;4.7352983010577;565.525147704843;-80.9048852224383;107.48664;4.7352983010577;1131.05029540968;161.809770444876;161809770.444876;0.34;0.34;0.76;2
;"Japan";"STK";"O-165.2x4.5";"O";165.2;4.5;;;;;;0;0;0;8.26;22.7184272744346;14.463;14.463;733.939807645838;-88.854698262208;88.854698262208;116.24058;5.6838301346891;733.939807645838;-88.854698262208;116.24058;5.6838301346891;1467.87961529167;177.709396524416;177709396.524416;0.34;0.34;0.76;2
;"Japan";"STK";"O-165.2x5";"O";165.2;5;;;;;;0;0;0;8.26;25.1641571552542;16.02;16.02;808.053799659516;-97.8273365205225;97.8273365205225;128.361866666666;5.66668333330882;808.053799659516;-97.8273365205225;128.361866666666;5.66668333330882;1616.10759931903;195.654673041045;195654673.041045;0.34;0.34;0.76;2
;"Japan";"STK";"O-165.2x6";"O";165.2;6;;;;;;0;0;0;8.26;30.0084930270897;19.104;19.104;952.043448078843;-115.259497346106;115.259497346106;152.13984;5.63256602269338;952.043448078843;-115.259497346106;152.13984;5.63256602269338;1904.08689615768;230.518994692213;230518994.692213;0.34;0.34;0.76;2
;"Japan";"STK";"O-165.2x7.1";"O";165.2;7.1;;;;;;0;0;0;8.26;35.2646916958107;22.4501999999999;22.4501999999999;1104.05021688388;-133.662253860034;133.662253860034;177.588134666666;5.59531277052498;1104.05021688388;-133.662253860034;177.588134666666;5.59531277052498;2208.10043376777;267.324507720069;267324507.720069;0.34;0.34;0.76;2
;"Japan";"STK";"O-190.7x4.5";"O";190.7;4.5;;;;;;0;0;0;9.535;26.3234048444289;16.758;16.758;1141.47134650322;-119.713827635367;119.713827635367;156.047355;6.58508636997268;1141.47134650322;-119.713827635367;156.047355;6.58508636997268;2282.94269300645;239.427655270734;239427655.270734;0.34;0.34;0.76;2
;"Japan";"STK";"O-190.7x5.3";"O";190.7;5.3;;;;;;0;0;0;9.535;30.869917732704;19.6524;19.6524;1327.45469675273;-139.219160645278;139.219160645278;182.227373666666;6.557557662727791;1327.45469675273;-139.219160645278;182.227373666666;6.557557662727791;2654.90939350546;278.438321290556;278438321.290556;0.34;0.34;0.76;2
;"Japan";"STK";"O-190.7x6";"O";190.7;6;;;;;;0;0;0;9.535;34.815129787082;22.164;22.164;1486.17476948816;-155.865209175476;155.865209175476;204.75654;6.53357578206605;1486.17476948816;-155.865209175476;204.75654;6.53357578206605;2972.34953897633;311.730418350952;311730418.350952;0.34;0.34;0.76;2
;"Japan";"STK";"O-190.7x7";"O";190.7;6.99999999999999;;;;;;0;0;0;9.535;40.397739932511;25.717999999999897;25.717999999999897;1706.53637214979;-178.976022249584;178.976022249584;236.334163333333;6.49948940302236;1706.53637214979;-178.976022249584;236.334163333333;6.49948940302236;3413.07274429958;357.952044499169;357952044.499169;0.34;0.34;0.76;2
;"Japan";"STK";"O-190.7x8.2";"O";190.7;8.2;;;;;;0;0;0;9.535;47.0139340609712;29.9299999999999;29.9299999999999;1961.2738228056;-205.692063220304;205.692063220304;273.295039333333;6.45885922590049;1961.2738228056;-205.692063220304;273.295039333333;6.45885922590049;3922.5476456112;411.384126440609;411384126.440609;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x4.5";"O";216.3;4.5;;;;;;0;0;0;10.815;29.9425195813643;19.062;19.062;1679.7562601582997;-155.317268623052;155.317268623052;201.896955;7.48995076752845;1679.7562601582997;-155.317268623052;201.896955;7.48995076752845;3359.51252031661;310.634537246104;310634537.246104;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x5.8";"O";216.3;5.8;;;;;;0;0;0;10.815;38.3557047076777;24.418;24.418;2126.05143803718;-196.58358188046;196.58358188046;257.064487333333;7.44512340394704;2126.05143803718;-196.58358188046;257.064487333333;7.44512340394704;4252.10287607436;393.167163760921;393167163.760921;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x6";"O";216.3;6;;;;;;0;0;0;10.815;39.640616102996;25.235999999999997;25.235999999999997;2193.22064700782;-202.794327046493;202.794327046493;265.42854;7.43825332319355;2193.22064700782;-202.794327046493;265.42854;7.43825332319355;4386.44129401565;405.588654092986;405588654.092986;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x7";"O";216.3;6.99999999999999;;;;;;0;0;0;10.815;46.027473967744;29.3019999999999;29.3019999999999;2523.19678039707;-233.30529638438;233.30529638438;306.759763333333;7.40400989329431;2523.19678039707;-233.30529638438;306.759763333333;7.40400989329431;5046.39356079414;466.61059276876;466610592.76876;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x8";"O";216.3;8;;;;;;0;0;0;10.815;52.3514999794203;33.328;33.328;2843.52996242594;-262.924638227086;262.924638227086;347.281786666666;7.36994657375479;2843.52996242594;-262.924638227086;347.281786666666;7.36994657375479;5687.05992485188;525.849276454173;525849276.454173;0.34;0.34;0.76;2
;"Japan";"STK";"O-216.3x8.2";"O";216.3;8.2;;;;;;0;0;0;10.815;53.6087653593869;34.1284;34.1284;2906.45617327235;-268.743058092682;268.743058092682;355.289791333333;7.36315574329376;2906.45617327235;-268.743058092682;355.289791333333;7.36315574329376;5812.91234654471;537.486116185364;537486116.185364;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x6";"O";267.4;6;;;;;;0;0;0;13.369999999999902;49.2727391789023;31.368;31.368;4210.72264474408;-314.938118529849;314.938118529849;410.05176;9.24431987763296;4210.72264474408;-314.938118529849;410.05176;9.24431987763296;8421.44528948817;629.876237059698;629876237.059698;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x6.6";"O";267.4;6.59999999999999;;;;;;0;0;0;13.369999999999902;54.0756060277103;34.4255999999999;34.4255999999999;4600.49570170896;-344.090927577334;344.090927577334;449.005655999999;9.22362455870792;4600.49570170896;-344.090927577334;449.005655999999;9.22362455870792;9200.99140341792;688.181855154669;688181855.154669;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x7";"O";267.4;6.99999999999999;;;;;;0;0;0;13.369999999999902;57.2649508896348;36.456;36.456;4857.29616863761;-363.298142755244;363.298142755244;474.771453333333;9.20985613351261;4857.29616863761;-363.298142755244;474.771453333333;9.20985613351261;9714.59233727523;726.596285510488;726596285.510488;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x8";"O";267.4;8;;;;;;0;0;0;13.369999999999902;65.1943307472954;41.504;41.504;5488.74004306363;-410.526555202964;410.526555202964;538.477546666666;9.1755354067215;5488.74004306363;-410.526555202964;538.477546666666;9.1755354067215;10977.4800861272;821.053110405929;821053110.405929;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x9";"O";267.4;9;;;;;;0;0;0;13.369999999999902;73.0608787518843;46.512;46.512;6105.292149417891;-456.641148049206;456.641148049206;601.17804;9.14135930811167;6105.292149417891;-456.641148049206;601.17804;9.14135930811167;12210.5842988357;913.282296098413;913282296.098413;0.34;0.34;0.76;2
;"Japan";"STK";"O-267.4x9.3";"O";267.4;9.3;;;;;;0;0;0;13.369999999999902;75.4085909419119;48.0066;48.0066;6287.3892173331205;-470.260973622522;470.260973622522;619.793291999999;9.13113492398398;6287.3892173331205;-470.260973622522;619.793291999999;9.13113492398398;12574.7784346662;940.521947245045;940521947.245045;0.34;0.34;0.76;2
;"Japan";"STK";"O-318.5x6";"O";318.5;6;;;;;;0;0;0;15.925;58.9048622548086;37.5;37.5;7193.185662015411;-451.691407347906;451.691407347906;586.0095;11.0505797359233;7193.185662015411;-451.691407347906;586.0095;11.0505797359233;14386.3713240308;903.382814695813;903382814.695813;0.34;0.34;0.76;2
;"Japan";"STK";"O-318.5x6.9";"O";318.5;6.9;;;;;;0;0;0;15.925;67.5454986892418;43.0007999999999;43.0007999999999;8201.89539550638;-515.03267789679;515.03267789679;670.061966999998;11.0194243270689;8201.89539550638;-515.03267789679;670.061966999998;11.0194243270689;16403.7907910127;1030.06535579358;1030065355.79358;0.34;0.34;0.76;2
;"Japan";"STK";"O-318.5x8";"O";318.5;8;;;;;;0;0;0;15.925;78.0371615151704;49.68;49.68;9410.72078663116;-590.940080793165;590.940080793165;771.452666666666;10.9814758798624;9410.72078663116;-590.940080793165;771.452666666666;10.9814758798624;18821.4415732623;1181.88016158633;1181880161.58633;0.34;0.34;0.76;2
;"Japan";"STK";"O-318.5x9";"O";318.5;9;;;;;;0;0;0;15.925;87.50906336574359;55.709999999999894;55.709999999999894;10487.0041140038;-658.524591146236;658.524591146236;862.35525;10.9471029272588;10487.0041140038;-658.524591146236;862.35525;10.9471029272588;20974.0082280076;1317.04918229247;1317049182.29247;0.34;0.34;0.76;2
;"Japan";"STK";"O-318.5x10.3";"O";318.5;10.3;;;;;;0;0;0;15.925;99.72860215114649;63.4892;63.4892;11854.4060934971;-744.389707597934;744.389707597934;978.732814333333;10.9025988874212;11854.4060934971;-744.389707597934;978.732814333333;10.9025988874212;23708.8121869942;1488.77941519586;1488779415.19586;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x6.4";"O";355.6;6.4;;;;;;0;0;0;17.78;70.2108258965473;44.6975999999998;44.6975999999998;10705.5361002278;-602.111141745098;602.111141745098;780.507477333332;12.3481577573336;10705.5361002278;-602.111141745098;780.507477333332;12.3481577573336;21411.0722004557;1204.22228349019;1204222283.49019;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x7.9";"O";355.6;7.9;;;;;;0;0;0;17.78;86.2942094866003;54.9365999999999;54.9365999999999;13047.436378521697;-733.826567970849;733.826567970849;955.237137333332;12.2962240138995;13047.436378521697;-733.826567970849;955.237137333332;12.2962240138995;26094.872757043395;1467.65313594169;1467653135.94169;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x9";"O";355.6;9;;;;;;0;0;0;17.78;97.99884123608;62.388;62.388;14725.8644775284;-828.226348567403;828.226348567403;1081.42704;12.2582910717603;14725.8644775284;-828.226348567403;1081.42704;12.2582910717603;29451.7289550568;1656.4526971348;1656452697.1348;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x9.5";"O";355.6;9.5;;;;;;0;0;0;17.78;103.293995653705;65.759;65.759;15478.0190552824;-870.529755640183;870.529755640183;1138.24528666666;12.241091658835;15478.0190552824;-870.529755640183;1138.24528666666;12.241091658835;30956.0381105649;1741.05951128036;1741059511.28036;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x12";"O";355.6;12;;;;;;0;0;0;17.78;129.534148292814;82.464;82.464;19139.4735219827;-1076.46082800802;1076.46082800802;1417.30752;12.1555008123894;19139.4735219827;-1076.46082800802;1417.30752;12.1555008123894;38278.9470439654;2152.92165601605;2152921656.01605;0.34;0.34;0.76;2
;"Japan";"STK";"O-355.6x12.7";"O";355.6;12.7;;;;;;0;0;0;17.78;136.811019356324;87.0965999999998;87.0965999999998;20135.4524971831;-1132.47764326114;1132.47764326114;1493.95400133333;12.1316579658346;20135.4524971831;-1132.47764326114;1493.95400133333;12.1316579658346;40270.9049943663;2264.95528652228;2264955286.52228;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x7.9";"O";406.4;7.9;;;;;;0;0;0;20.32;98.9020491239869;62.9629999999999;62.9629999999999;19640.0505092318;-966.53791876141;966.53791876141;1254.70212133333;14.091870883598101;19640.0505092318;-966.53791876141;1254.70212133333;14.091870883598101;39280.1010184637;1933.07583752282;1933075837.52281;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x9";"O";406.4;9;;;;;;0;0;0;20.32;112.362202848292;71.532;71.532;22192.6249759054;-1092.15674094022;1092.15674094022;1421.58384;14.0538144288303;22192.6249759054;-1092.15674094022;1421.58384;14.0538144288303;44385.2499518108;2184.31348188045;2184313481.88045;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x9.5";"O";406.4;9.5;;;;;;0;0;0;20.32;118.45532179992999;75.4110000000001;75.4110000000001;23338.6390479499;-1148.55507125737;1148.55507125737;1496.81708666666;14.036553173767398;23338.6390479499;-1148.55507125737;1496.81708666666;14.036553173767398;46677.2780958998;2297.11014251475;2297110142.51475;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x12";"O";406.4;12;;;;;;0;0;0;20.32;148.685297109097;94.656;94.656;28937.0135751349;-1424.06562869758;1424.06562869758;1867.19232;13.950598553467099;28937.0135751349;-1424.06562869758;1867.19232;13.950598553467099;57874.0271502698;2848.13125739516;2848131257.39516;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x12.7";"O";406.4;12.7;;;;;;0;0;0;20.32;157.079318520224;99.9997999999999;99.9997999999999;30465.7262491626;-1499.29755163202;1499.29755163202;1969.1788573333301;13.926637246657899;30465.7262491626;-1499.29755163202;1969.1788573333301;13.926637246657899;60931.45249832529;2998.59510326404;2998595103.26404;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x16";"O";406.4;16;;;;;;0;0;0;20.32;196.23644351383197;124.927999999999;124.927999999999;37448.8209452509;-1842.95378667573;1842.95378667573;2439.95989333333;13.8143114196835;37448.8209452509;-1842.95378667573;2439.95989333333;13.8143114196835;74897.6418905019;3685.90757335147;3685907573.35147;0.34;0.34;0.76;2
;"Japan";"STK";"O-406.4x19";"O";406.4;19;;;;;;0;0;0;20.32;231.24006886013;147.211999999999;147.211999999999;43484.6255771268;-2139.99141619718;2139.99141619718;2853.78277333333;13.7131214535568;43484.6255771268;-2139.99141619718;2853.78277333333;13.7131214535568;86969.2511542536;4279.98283239437;4279982832.3943706;0.34;0.34;0.76;2
;"Japan";"STK";"O-457.2x9";"O";457.2;9;;;;;;0;0;0;22.86;126.725564460505;80.676;80.676;31834.1334379705;-1392.56926675286;1392.56926675286;1808.19216;15.8494574039618;31834.1334379705;-1392.56926675286;1808.19216;15.8494574039618;63668.266875941;2785.13853350573;2785138533.50573;0.34;0.34;0.76;2
;"Japan";"STK";"O-457.2x9.5";"O";457.2;9.5;;;;;;0;0;0;22.86;133.616647946154;85.06300000000002;85.06300000000002;33491.9381029906;-1465.08915586135;1465.08915586135;1904.42104666666;15.8321484644377;33491.9381029906;-1465.08915586135;1904.42104666666;15.8321484644377;66983.8762059812;2930.17831172271;2930178311.72271;0.34;0.34;0.76;2
