"#";"country";"family";"name";"shape";"h";"t_web";"b_upper";"t_upper";"b_lower";"t_lower";"r";"ex";"ey";"ez";"zs";"A";"A_y";"A_z";"Iy";"Wy_u";"Wy_l";"Wply";"i_y";"Iz";"Wz";"Wplz";"i_z";"It";"Wt";"Cw";"alpha_y";"alpha_z";"alpha_lt";"Product"
"#";"-";"-";"-";"-";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"cm";"cm";"cm";"cm";"cm2";"cm2";"cm2";"cm4";"cm3";"cm3";"cm3";"cm";"cm4";"cm3";"cm3";"cm";"cm4";"cm3";"cm6";"-";"-";"-";"-"
;"Japan";"STK";"O-457.2x12";"O";457.2;12;;;;;;0;0;0;22.86;167.836445925381;106.84800000000001;106.84800000000001;41612.3278167742;-1820.31180300849;1820.31180300849;2379.01248;15.745913755638298;41612.3278167742;-1820.31180300849;2379.01248;15.745913755638298;83224.6556335485;3640.62360601699;3640623606.01699;0.34;0.34;0.76;2
;"Japan";"STK";"O-457.2x12.7";"O";457.2;12.7;;;;;;0;0;0;22.86;177.347617684124;112.902999999999;112.902999999999;43836.2387952374;-1917.59574782315;1917.59574782315;2509.95196933333;15.7218613719877;43836.2387952374;-1917.59574782315;2509.95196933333;15.7218613719877;87672.4775904748;3835.19149564631;3835191495.64631;0.34;0.34;0.76;2
;"Japan";"STK";"O-457.2x16";"O";457.2;16;;;;;;0;0;0;22.86;221.77130860221;141.183999999999;141.183999999999;54032.760816198;-2363.63783097979;2363.63783097979;3115.88437333333;15.6090294381169;54032.760816198;-2363.63783097979;3115.88437333333;15.6090294381169;108065.521632396;4727.27566195958;4727275661.95958;0.34;0.34;0.76;2
;"Japan";"STK";"O-457.2x19";"O";457.2;19;;;;;;0;0;0;22.86;261.562721152578;166.51599999999902;166.51599999999902;62899.3738379827;-2751.50366745331;2751.50366745331;3650.65189333333;15.507266038860601;62899.3738379827;-2751.50366745331;3650.65189333333;15.507266038860601;125798.747675965;5503.00733490662;5503007334.90662;0.34;0.34;0.76;2
;"Japan";"STK";"O-500x9";"O";500;9;;;;;;0;0;0;25;138.826979362133;88.38000000000011;88.38000000000011;41849.7399961634;-1673.98959984653;1673.98959984653;2169.972;17.3623875086348;41849.7399961634;-1673.98959984653;2169.972;17.3623875086348;83699.4799923268;3347.97919969307;3347979199.69307;0.34;0.34;0.76;2
;"Japan";"STK";"O-500x12";"O";500;12;;;;;;0;0;0;25;183.971665794218;117.11999999999999;117.11999999999999;54797.8003734659;-2191.91201493863;2191.91201493863;2858.304;17.2586210341382;54797.8003734659;-2191.91201493863;2858.304;17.2586210341382;109595.600746931;4383.82402987727;4383824029.87727;0.34;0.34;0.76;2
;"Japan";"STK";"O-500x14";"O";500;13.9999999999999;;;;;;0;0;0;25;213.753964150249;136.08;136.08;63162.1588667572;-2526.48635467029;2526.48635467029;3307.65866666666;17.1898225703466;63162.1588667572;-2526.48635467029;3307.65866666666;17.1898225703466;126324.317733514;5052.97270934058;5052972709.34058;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x7.9";"O";508;7.9;;;;;;0;0;0;25.4;124.11772839876;79.0157999999999;79.0157999999999;38811.9891264206;-1528.03106796931;1528.03106796931;1975.9544253333302;17.6834110114536;38811.9891264206;-1528.03106796931;1975.9544253333302;17.6834110114536;77623.9782528413;3056.06213593863;3056062135.93863;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x9";"O";508;9;;;;;;0;0;0;25.4;141.088926072717;89.8200000000001;89.8200000000001;43928.3898550558;-1729.46416752188;1729.46416752188;2241.252;17.6451834787853;43928.3898550558;-1729.46416752188;2241.252;17.6451834787853;87856.7797101117;3458.92833504377;3458928335.04377;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x9.5";"O";508;9.5;;;;;;0;0;0;25.4;148.777974092378;94.715;94.715;46231.3606556995;-1820.13230927951;1820.13230927951;2361.05716666666;17.6278366511605;46231.3606556995;-1820.13230927951;2361.05716666666;17.6278366511605;92462.7213113991;3640.26461855902;3640264618.55902;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x12";"O";508;12;;;;;;0;0;0;25.4;186.987594741664;119.04;119.04;57536.0829020102;-2265.20011425237;2265.20011425237;2952.768;17.541379649275;57536.0829020102;-2265.20011425237;2952.768;17.541379649275;115072.16580402;4530.40022850474;4530400228.50474;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x12.7";"O";508;12.7;;;;;;0;0;0;25.4;197.615916848024;125.8062;125.8062;60639.2790120648;-2387.37318945137;2387.37318945137;3116.27333733333;17.5172550646498;60639.2790120648;-2387.37318945137;3116.27333733333;17.5172550646498;121278.558024129;4774.74637890274;4774746378.90274;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x14";"O";508;13.9999999999999;;;;;;0;0;0;25.4;217.27254792227;138.32;138.32;66331.1361551898;-2611.46205335393;2611.46205335393;3417.41866666666;17.4725498997713;66331.1361551898;-2611.46205335393;3417.41866666666;17.4725498997713;132662.272310379;5222.92410670786;5222924106.70786;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x16";"O";508;16;;;;;;0;0;0;25.4;247.306173690588;157.44;157.44;74909.0400108793;-2949.17480357792;2949.17480357792;3874.38933333333;17.4040225235432;74909.0400108793;-2949.17480357792;3874.38933333333;17.4040225235432;149818.080021758;5898.34960715585;5898349607.15585;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x19";"O";508;19;;;;;;0;0;0;25.4;291.885373445027;185.819999999999;185.819999999999;87376.6162542026;-3440.02426197648;3440.02426197648;4545.58533333333;17.3018062640869;87376.6162542026;-3440.02426197648;4545.58533333333;17.3018062640869;174753.232508405;6880.04852395296;6880048523.95295;0.34;0.34;0.76;2
;"Japan";"STK";"O-508x22";"O";508;22;;;;;;0;0;0;25.4;335.89908652182;213.84;213.84;99375.7447474806;-3912.4308955701;3912.4308955701;5199.86133333333;17.2002906952179;99375.7447474806;-3912.4308955701;5199.86133333333;17.2002906952179;198751.48949496096;7824.8617911402;7824861791.1402;0.34;0.34;0.76;2
;"Japan";"STK";"O-558.8x9";"O";558.8;9;;;;;;0;0;0;27.9399999999999;155.45228768493;98.964;98.964;58753.39421849329;-2102.84159693963;2102.84159693963;2720.76335999999;19.4409696260243;58753.39421849329;-2102.84159693963;2720.76335999999;19.4409696260243;117506.788436986;4205.68319387926;4205683193.87926;0.34;0.34;0.76;2
;"Japan";"STK";"O-558.8x12";"O";558.8;12;;;;;;0;0;0;27.9399999999999;206.13874355794704;131.232;131.232;77078.945485952;-2758.73104817294;2758.73104817294;3588.45888;19.3369542586209;77078.945485952;-2758.73104817294;3588.45888;19.3369542586209;154157.890971904;5517.46209634588;5517462096.34588;0.34;0.34;0.76;2
;"Japan";"STK";"O-558.8x16";"O";558.8;16;;;;;;0;0;0;27.9399999999999;272.841038778966;173.69599999999997;173.69599999999997;100571.88073610699;-3599.56623966023;3599.56623966023;4715.47477333333;19.1992135255587;100571.88073610699;-3599.56623966023;4715.47477333333;19.1992135255587;201143.76147221398;7199.13247932047;7199132479.32047;0.34;0.34;0.76;2
;"Japan";"STK";"O-558.8x19";"O";558.8;19;;;;;;0;0;0;27.9399999999999;322.208025737476;205.124;205.124;117503.241696376;-4205.55625255463;4205.55625255463;5538.58309333333;19.0966305928559;117503.241696376;-4205.55625255463;5538.58309333333;19.0966305928559;235006.483392752;8411.11250510926;8411112505.109261;0.34;0.34;0.76;2
;"Japan";"STK";"O-558.8x22";"O";558.8;22;;;;;;0;0;0;27.9399999999999;371.00952601834007;236.19200000000004;236.19200000000004;133859.420766459;-4790.95994153399;4790.95994153399;6342.94261333333;18.9946782020649;133859.420766459;-4790.95994153399;6342.94261333333;18.9946782020649;267718.841532919;9581.91988306799;9581919883.06799;0.34;0.34;0.76;2
;"Japan";"STK";"O-600x9";"O";600;9;;;;;;0;0;0;30;167.101313244441;106.38;106.38;72973.5612471306;-2432.45204157101;2432.45204157101;3143.772;20.8974280714158;72973.5612471306;-2432.45204157101;3143.772;20.8974280714158;145947.122494261;4864.90408314203;4864904083.14203;0.34;0.34;0.76;2
;"Japan";"STK";"O-600x12";"O";600;12;;;;;;0;0;0;30;221.670777637296;141.12;141.12;95841.5774192612;-3194.7192473087;3194.7192473087;4149.504;20.7932681413961;95841.5774192612;-3194.7192473087;4149.504;20.7932681413961;191683.154838522;6389.43849461741;6389438494.61741;0.34;0.34;0.76;2
;"Japan";"STK";"O-600x14";"O";600;13.9999999999999;;;;;;0;0;0;30;257.736261300507;164.08;164.08;110695.14686595398;-3689.83822886515;3689.83822886515;4808.45866666666;20.724140512938;110695.14686595398;-3689.83822886515;4808.45866666666;20.724140512938;221390.293731909;7379.67645773031;7379676457.73031;0.34;0.34;0.76;2
;"Japan";"STK";"O-600x16";"O";600;16;;;;;;0;0;0;30;293.55041755143;186.88;186.88;125240.35014414198;-4174.67833813807;4174.67833813807;5458.26133333333;20.6552656724623;125240.35014414198;-4174.67833813807;5458.26133333333;20.6552656724623;250480.70028828396;8349.35667627615;8349356676.276151;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x9";"O";609.6;9;;;;;;0;0;0;30.48;169.815649297142;108.108;108.108;76587.1465196152;-2512.70165746769;2512.70165746769;3246.72624;21.2368006064943;76587.1465196152;-2512.70165746769;3246.72624;21.2368006064943;153174.29303923;5025.40331493538;5025403314.93538;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x9.5";"O";609.6;9.5;;;;;;0;0;0;30.48;179.100626384827;114.018999999999;114.018999999999;80642.3539953018;-2645.74652215557;2645.74652215557;3421.42588666667;21.2193973759859;80642.3539953018;-2645.74652215557;3421.42588666667;21.2193973759859;161284.707990603;5291.49304431114;5291493044.31114;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x12";"O";609.6;12;;;;;;0;0;0;30.48;225.28989237423102;143.424;143.424;100611.58222370899;-3300.90492859938;3300.90492859938;4286.08512;21.132609871949;100611.58222370899;-3300.90492859938;4286.08512;21.132609871949;201223.16444741798;6601.80985719877;6601809857.19877;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x12.7";"O";609.6;12.7;;;;;;0;0;0;30.48;238.15251517582303;151.612599999999;151.612599999999;106112.097964607;-3481.36804345825;3481.36804345825;4525.56084133332;21.1083780760152;106112.097964607;-3481.36804345825;4525.56084133332;21.1083780760152;212224.195929215;6962.7360869165;6962736086.9165;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x14";"O";609.6;13.9999999999999;;;;;;0;0;0;30.48;261.958561826931;166.768;166.768;116222.945558905;-3813.08876505594;3813.08876505594;4967.26570666667;21.0634565064711;116222.945558905;-3813.08876505594;4967.26570666667;21.0634565064711;232445.89111781;7626.17753011189;7626177530.11189;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x16";"O";609.6;16;;;;;;0;0;0;30.48;298.375903867344;189.952;189.952;131515.505198694;-4314.81316268681;4314.81316268681;5639.14069333333;20.9945516741844;131515.505198694;-4314.81316268681;5639.14069333333;20.9945516741844;263031.010397388;8629.62632537362;8629626325.37362;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x19";"O";609.6;19;;;;;;0;0;0;30.48;352.530678029925;224.42800000000003;224.42800000000003;153866.139035093;-5048.10167437971;5048.10167437971;6629.64517333333;20.8916658024198;153866.139035093;-5048.10167437971;6629.64517333333;20.8916658024198;307732.278070187;10096.2033487594;10096203348.7594;0.34;0.34;0.76;2
;"Japan";"STK";"O-609.6x22";"O";609.6;22;;;;;;0;0;0;30.48;406.11996551486;258.544;258.544;175523.911959619;-5758.65852885889;5758.65852885889;7599.57205333334;20.7893530442868;175523.911959619;-5758.65852885889;7599.57205333334;20.7893530442868;351047.823919238;11517.3170577177;11517317057.7177;0.34;0.34;0.76;2
;"Japan";"STK";"O-700x9";"O";700;9;;;;;;0;0;0;35;195.375647126749;124.37999999999998;124.37999999999998;116629.98099143001;-3332.28517118373;3332.28517118373;4297.57199999999;24.4326114036138;116629.98099143001;-3332.28517118373;4297.57199999999;24.4326114036138;233259.96198286096;6664.57034236747;6664570342.36747;0.34;0.34;0.76;2
;"Japan";"STK";"O-700x12";"O";700;12;;;;;;0;0;0;35;259.369889480373;165.12;165.12;153510.662787854;-4386.01893679582;4386.01893679582;5680.70399999999;24.328172968803;153510.662787854;-4386.01893679582;5680.70399999999;24.328172968803;307021.325575708;8772.03787359165;8772037873.59165;0.34;0.34;0.76;2
;"Japan";"STK";"O-700x14";"O";700;13.9999999999999;;;;;;0;0;0;35;301.718558450764;192.08;192.08;177558.35446269;-5073.09584179115;5073.09584179115;6589.25866666667;24.2588128316288;177558.35446269;-5073.09584179115;6589.25866666667;24.2588128316288;355116.70892538;10146.1916835823;10146191683.5822;0.34;0.34;0.76;2
;"Japan";"STK";"O-700x16";"O";700;16;;;;;;0;0;0;35;343.815900008867;218.88;218.88;201180.435731188;-5748.01244946253;5748.01244946253;7487.06133333333;24.1896672155695;201180.435731188;-5748.01244946253;7487.06133333333;24.1896672155695;402360.871462377;11496.024898925;11496024898.925;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x9";"O";711.2;9;;;;;;0;0;0;35.56;198.542372521567;126.396;126.396;122392.89490023901;-3441.86993532732;3441.86993532732;4438.00656;24.8285581538678;122392.89490023901;-3441.86993532732;4438.00656;24.8285581538678;244785.78980047896;6883.73987065465;6883739870.65465;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x12";"O";711.2;12;;;;;;0;0;0;35.56;263.592190006798;167.80799999999996;167.80799999999996;161128.844781107;-4531.18236167344;4531.18236167344;5867.14368;24.7240935121997;161128.844781107;-4531.18236167344;5867.14368;24.7240935121997;322257.689562215;9062.36472334688;9062364723.34688;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x14";"O";711.2;13.9999999999999;;;;;;0;0;0;35.56;306.644575731592;195.215999999999;195.215999999999;186395.377252412;-5241.71477087772;5241.71477087772;6806.14442666666;24.6547115172739;186395.377252412;-5241.71477087772;6806.14442666666;24.6547115172739;372790.754504824;10483.4295417554;10483429541.7554;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x16";"O";711.2;16;;;;;;0;0;0;35.56;349.445634044099;222.463999999999;222.463999999999;211221.99416319496;-5939.8761013272;5939.8761013272;7734.21397333333;24.5855404658917;211221.99416319496;-5939.8761013272;7734.21397333333;24.5855404658917;422443.9883263899;11879.7522026544;11879752202.6544;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x19";"O";711.2;19;;;;;;0;0;0;35.56;413.175982614822;263.036;263.036;247648.304884519;-6964.23804512146;6964.23804512146;9105.96229333334;24.48218331767;247648.304884519;-6964.23804512146;9105.96229333334;24.48218331767;495296.609769038;13928.4760902429;13928476090.2429;0.34;0.34;0.76;2
;"Japan";"STK";"O-711.2x22";"O";711.2;22;;;;;;0;0;0;35.56;476.340844507898;303.248;303.248;283113.562005945;-7961.57373470037;7961.57373470037;10453.4754133333;24.3793109008437;283113.562005945;-7961.57373470037;10453.4754133333;24.3793109008437;566227.12401189;15923.147469400697;15923147469.400698;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x9";"O";812.8;9;;;;;;0;0;0;40.64;227.26909574599202;144.683999999999;144.683999999999;183569.634927586;-4516.96936337564;4516.96936337564;5815.09296;28.420402882436402;183569.634927586;-4516.96936337564;5815.09296;28.420402882436402;367139.269855172;9033.93872675129;9033938726.75129;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x12";"O";812.8;12;;;;;;0;0;0;40.64;301.894487639364;192.191999999999;192.191999999999;242053.20381507903;-5956.03355844192;5956.03355844192;7695.94368000001;28.315734141992497;242053.20381507903;-5956.03355844192;7695.94368000001;28.315734141992497;484106.407630159;11912.0671168838;11912067116.8838;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x14";"O";812.8;13.9999999999999;;;;;;0;0;0;40.64;351.330589636253;223.66399999999996;223.66399999999996;280307.986683398;-6897.34219201275;6897.34219201275;8934.05482666668;28.2461820428885;280307.986683398;-6897.34219201275;8934.05482666668;28.2461820428885;560615.973366796;13794.6843840255;13794684384.0255;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x16";"O";812.8;16;;;;;;0;0;0;40.64;400.515364220855;254.976;254.976;317982.284558883;-7824.3672381615;7824.3672381615;10159.6091733333;28.1768131625987;317982.284558883;-7824.3672381615;10159.6091733333;28.1768131625987;635964.569117767;15648.734476323;15648734476.323;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x19";"O";812.8;19;;;;;;0;0;0;40.64;473.82128719971996;301.644;301.644;373418.224767198;-9188.44057005901;9188.44057005901;11974.5366933333;28.073106347534797;373418.224767198;-9188.44057005901;11974.5366933333;28.073106347534797;746836.449534397;18376.881140118;18376881140.118;0.34;0.34;0.76;2
;"Japan";"STK";"O-812.8x22";"O";812.8;22;;;;;;0;0;0;40.64;546.561723500938;347.95199999999994;347.95199999999994;427581.13916139706;-10521.189447869;10521.189447869;13761.5714133333;27.969819448827305;427581.13916139706;-10521.189447869;13761.5714133333;27.969819448827305;855162.278322795;21042.378895738;21042378895.738;0.34;0.34;0.76;2
;"Japan";"STK";"O-914.4x12";"O";914.4;12;;;;;;0;0;0;45.72;340.196785271931;216.576;216.576;346349.992566501;-7575.45915499785;7575.45915499785;9772.48512;31.907478747152602;346349.992566501;-7575.45915499785;9772.48512;31.907478747152602;692699.985133003;15150.9183099957;15150918309.9957;0.34;0.34;0.76;2
;"Japan";"STK";"O-914.4x14";"O";914.4;13.9999999999999;;;;;;0;0;0;45.72;396.016603540915;252.112;252.112;401420.329299552;-8779.97220690183;8779.97220690183;11350.9969066666;31.8377951497901;401420.329299552;-8779.97220690183;11350.9969066666;31.8377951497901;802840.658599104;17559.9444138036;17559944413.8036;0.34;0.34;0.76;2
;"Japan";"STK";"O-914.4x16";"O";914.4;16;;;;;;0;0;0;45.72;451.585094397611;287.488;287.488;455750.154040259;-9968.28858355773;9968.28858355773;12915.3262933333;31.7682734815727;455750.154040259;-9968.28858355773;12915.3262933333;31.7682734815727;911500.3080805191;19936.5771671154;19936577167.1154;0.34;0.34;0.76;2
;"Japan";"STK";"O-914.4x19";"O";914.4;19;;;;;;0;0;0;45.72;534.466591784617;340.25200000000007;340.25200000000007;535871.00964785;-11720.7132468908;11720.7132468908;15235.3683733333;31.6642969288755;535871.00964785;-11720.7132468908;15235.3683733333;31.6642969288755;1071742.0192957;23441.4264937817;23441426493.7817;0.34;0.34;0.76;2
;"Japan";"STK";"O-914.4x22";"O";914.4;22;;;;;;0;0;0;45.72;616.782602493977;392.656;392.656;614363.087700913;-13437.5128543506;13437.5128543506;17523.8600533333;31.560690740223002;614363.087700913;-13437.5128543506;17523.8600533333;31.560690740223002;1228726.17540182;26875.0257087013;26875025708.7013;0.34;0.34;0.76;2
;"Japan";"STK";"O-1016x12";"O";1016;12;;;;;;0;0;0;50.8;378.499082904499;240.96;240.96;476984.54427624895;-9389.45953299704;9389.45953299704;12096.7679999999;35.4992957676627;476984.54427624895;-9389.45953299704;12096.7679999999;35.4992957676627;953969.088552499;18778.919065994;18778919065.994;0.34;0.34;0.76;2
;"Japan";"STK";"O-1016x14";"O";1016;13.9999999999999;;;;;;0;0;0;50.8;440.702617445576;280.56;280.56;553191.96054856;-10889.6055226094;10889.6055226094;14056.9706666666;35.4295074761137;553191.96054856;-10889.6055226094;14056.9706666666;35.4295074761137;1106383.92109712;21779.2110452188;21779211045.2188;0.34;0.34;0.76;2
;"Japan";"STK";"O-1016x16";"O";1016;16;;;;;;0;0;0;50.8;502.65482457436707;320;320;628479.380261823;-12371.6413437366;12371.6413437366;16001.365333333299;35.3598642531331;628479.380261823;-12371.6413437366;16001.365333333299;35.3598642531331;1256958.76052364;24743.2826874733;24743282687.4733;0.34;0.34;0.76;2
;"Japan";"STK";"O-1016x19";"O";1016;19;;;;;;0;0;0;50.8;595.111896369515;378.86;378.86;739701.770491193;-14561.058474236;14561.058474236;18888.4573333333;35.2556733023211;739701.770491193;-14561.058474236;18888.4573333333;35.2556733023211;1479403.54098238;29122.1169484721;29122116948.4721;0.34;0.34;0.76;2
;"Japan";"STK";"O-1016x22";"O";1016;22;;;;;;0;0;0;50.8;687.003481487016;437.36;437.36;848895.8518994321;-16710.5482657368;16710.5482657368;21740.3413333333;35.1518136089732;848895.8518994321;-16710.5482657368;21740.3413333333;35.1518136089732;1697791.70379886;33421.0965314737;33421096531.473705;0.34;0.34;0.76;2
;"Japan";"STKN";"O-114.3x6";"O";114.3;6;;;;;;0;0;0;5.715;20.4140690630264;12.9959999999999;12.9959999999999;300.211596223636;-52.5304630312575;52.5304630312575;70.44534;3.8348549516246306;300.211596223636;-52.5304630312575;70.44534;3.8348549516246306;600.423192447273;105.060926062515;105060926.062515;0.34;0.34;0.76;2
;"Japan";"STKN";"O-165.2x5";"O";165.2;5;;;;;;0;0;0;8.26;25.1641571552542;16.02;16.02;808.053799659516;-97.8273365205225;97.8273365205225;128.361866666666;5.66668333330882;808.053799659516;-97.8273365205225;128.361866666666;5.66668333330882;1616.10759931903;195.654673041045;195654673.041045;0.34;0.34;0.76;2
;"Japan";"STKN";"O-165.2x6";"O";165.2;6;;;;;;0;0;0;8.26;30.0084930270897;19.104;19.104;952.043448078843;-115.259497346106;115.259497346106;152.13984;5.63256602269338;952.043448078843;-115.259497346106;152.13984;5.63256602269338;1904.08689615768;230.518994692213;230518994.692213;0.34;0.34;0.76;2
